sensor_id,median_total_gain_db,median_correction_gain_db,max_abs_correction_gain_db,median_additive_noise_db,median_residual_std_db,low_information_fraction,gain_cap_fraction,noise_zero_fraction,solver_nonfinite_step_count
Node1,-0.7883914184983098,-0.7883914184983098,9.159286700261124,-30.993980257310856,-36.9345995401104,0.389892578125,0.0,0.0,0
Node2,0.07964041649755427,0.07964041649755427,6.026073617795321,-31.576376033307263,-37.483970222247244,0.3076171875,0.0,0.0,0
Node3,0.2856303362277568,0.2856303362277568,10.133435109844305,-31.206232051251195,-35.74054310343518,0.297607421875,0.0,0.0,0
Node5,-0.12933541561422207,-0.12933541561422207,9.469774780929503,-29.196565481167553,-35.64006035739601,0.6005859375,0.0,0.0,0
Node9,0.8546673418784714,0.8546673418784714,11.815713673228181,-29.17934737755231,-34.09265198843304,0.56494140625,0.004638671875,0.0,0
