sensor_id,median_total_gain_db,median_correction_gain_db,max_abs_correction_gain_db,median_additive_noise_db,median_residual_std_db,low_information_fraction,gain_cap_fraction,noise_zero_fraction
Node1,-0.8616576719302949,-0.8616576719302949,11.75374875297213,-73.14345240099533,-70.0,0.8818359375,0.0,0.0
Node3,1.6597605234763064,1.6597605234763064,9.124300536060879,-70.29873301265286,-70.0,0.883544921875,0.0,0.0
Node4,-3.253294280750887,-3.253294280750887,12.000000000000002,-75.21333429092326,-70.0,0.885986328125,0.010009765625,0.0
Node5,2.338342986239403,2.338342986239403,12.000000000000002,-68.9715719525066,-70.0,0.894775390625,0.00537109375,0.0
