sensor_id,reference_weight,embedding_norm,campaigns_seen,median_training_gain_db,median_training_additive_noise_db,median_training_residual_std_db
Node1,0.25,1.24432518828492,11,-0.13903616436926597,-73.87935073746044,-38.85742720745655
Node2,0.25,2.389830024310733,17,0.10531099114823439,-73.27759695421395,-38.85727407468896
Node3,0.25,2.0065609875264654,14,0.7704501634028357,-71.31197161328868,-38.85733264284147
Node5,0.25,0.6683588735635493,14,-1.041626769099462,-69.60241112354127,-38.857206846625516
