id,mac,campaign_id,pxx,start_freq_hz,end_freq_hz,timestamp,lat,lng,excursion_peak_to_peak_hz,excursion_peak_deviation_hz,excursion_rms_deviation_hz,depth_peak_to_peak,depth_peak_deviation,depth_rms_deviation,created_at
223864,d8:3a:dd:f4:4e:d1,216,"[-53.70730587260874,-54.6964554755441,-54.82473137613458,-54.10789266229132,-54.243157328893,-54.06752662565074,-53.16505387870724,-50.93883110086032,-50.08134981867899,-51.672324741191176,-53.00945112864689,-53.450982184198,-53.83266223853045,-52.92425715057516,-50.71353422989845,-47.76816912758373,-48.69325437270695,-51.88791248520688,-52.3048950857876,-50.43657016503276,-42.58667057530516,-31.568743186837654,-24.840360260415466,-21.680400086544566,-23.78996632074159,-30.581229936083034,-41.04563905588877,-49.565607761220924,-51.89466790209997,-52.75064410490803,-53.24128648239808,-53.44645178827332,-53.597863986293284,-53.39272501276898,-53.609565340233125,-53.70463676850789,-53.34590739255216,-52.36291135518121,-53.08848526684137,-53.20654689165519,-52.88236426754466,-52.175954029554646,-51.694198317110875,-52.040155697294665,-51.62196658569308,-50.716407529001025,-45.09635760846068,-33.90837524356732,-22.535480494762133,-20.94016192713277,-29.54389443846018,-41.52092139292221,-49.48446276398228,-51.121740459731264,-51.53606060395907,-52.13661577996666,-52.6018849493152,-52.847207192502,-52.79196085628942,-52.00559092939734,-47.330212566930754,-43.09428572088962,-43.320773494492414,-47.910089325081735,-52.811639456210635,-53.80057150833636,-53.88609988373511,-53.7230301864269,-53.58692186430757,-53.520069950313186,-53.02169477150379,-49.1610845115769,-38.784418511199526,-33.9160825397934,-31.90939630147345,-33.14932683800247,-37.022875787695654,-44.294210783007976,-48.047014922374146,-49.43657329821845,-52.051976981460264,-52.87881605887924,-53.0782866447487,-53.18244398775836,-53.20218181832239,-51.7480425944486,-48.203490284223285,-49.1361872793993,-50.73139728580952,-51.891699834784646,-53.5672582262858,-52.67166634827757,-53.74041617948188,-53.8264292880939,-53.8810439412586,-53.89716864517628,-53.87898719960174,-53.068031061039974,-47.41459318532244,-37.026916643477655,-33.9436927177473,-38.77005869112542,-49.87328009617232,-53.071626239121485,-52.35574882397572,-51.44828881114698,-52.52783986209628,-53.28676979550657,-53.314435253945575,-51.1207006746676,-41.04593561024046,-33.2481157441553,-29.370861324871576,-29.042229646386915,-32.519070504140835,-38.6152457094938,-48.928410647098715,-52.5201238972332,-52.88963371565587,-52.8550148520344,-53.160047638055175,-52.22098550058716,-48.3042702668584,-38.8213740723338,-29.2777058540651,-24.24617918439918,-24.11158348219476,-29.564333886967837,-39.83468425741972,-48.91825717767132,-52.13657615372674,-52.8601803132955,-53.15695315344489,-53.16294602619158,-52.8980511689186,-50.17697967673995,-39.64374666539585,-33.48853918457613,-29.962283353929028,-31.40970580149538,-36.32210690292955,-43.18154286847122,-44.85572207596497,-48.846705652772364,-51.93184946666793,-52.40054181144793,-52.03302792513058,-51.39507595232023,-46.8577187050079,-36.1586641483283,-26.587114464541447,-23.126457333616862,-26.0653760737014,-35.214673351995685,-46.302192730997824,-52.00422226808561,-52.690603969418454,-53.09544242099455,-53.05761222592666,-53.52957886906935,-53.55876523418428,-53.28944549295012,-50.73287162999331,-46.126888948888336,-44.80048500667056,-47.34924656841243,-51.63440778679367,-53.45332710283776,-53.60376580153101,-53.47043503426747,-52.9758789175537,-53.2360912470897,-53.3391728365731,-53.510809566313014,-50.02943238933356,-43.437803496325046,-38.87587601331708,-38.039708037025,-42.35665785207572,-49.16649863800262,-52.90581730439502,-52.580888114907786,-52.3585800524522,-52.72034508478526,-53.012381276032926,-53.43144969949702,-53.4537584918765,-53.47264034446162,-52.951197753565,-52.116713355549365,-47.017526501527314,-42.98346274802274,-42.0786256136551,-43.068740632166076,-46.360826803047814,-51.277541290487534,-52.6581891155458,-52.65287794644795,-51.98768260343927,-49.89309195960683,-41.320608582124535,-29.5295725059838,-23.95158918104039,-26.132136958375654,-33.905319244025364,-43.68266964302899,-48.478849136028856,-49.83121161777203,-50.20129980341474,-50.8929674595948,-51.40013314637579,-50.73280181770427,-48.453905733713384,-48.7400305746576,-50.9509239585502,-51.6428960128188,-51.71224135703797,-52.00433499043796,-52.0423843634527,-52.2597495234763,-52.603896408102756,-52.65313758337794,-52.81094953372936,-52.76541219097822,-52.92564631277749,-50.37038136881807,-42.751247627276314,-38.769564657716145,-38.701302318117044,-40.057176864076,-44.91920379852317,-50.602435440252734,-50.52671190595884,-49.899087885100116,-49.85670092119729,-49.23773223290895,-47.9802622813851,-44.30101913934408,-33.433217763973616,-22.279326672107253,-17.960943951579406,-17.604908931263633,-20.860215061606123,-29.4388146559445,-42.50977660035956,-47.7237450465453,-49.08298552411834,-49.65353707387656,-50.23774794683165,-50.040376135144065,-45.85784752228552,-35.36575202363495,-26.581849135787806,-50.62269741390923,-50.91530478853293,-50.99616628795306,-50.865281912169635,-50.52265166118265,-49.9682755349921,-49.20215353359799,-51.00670023258832,-50.1488033773058,-50.675043954923986,-50.85680881382177,-50.09537062186033,-48.14149730775437,-43.364852250806976,-31.6228996373447,-23.347635558216794,-21.09816528537457,-25.43576386101725,-36.1058525963378,-46.9386114464682,-49.82443183866033,-50.38871262989958,-50.82014421155733,-51.121374618209,-51.24807192071646,-51.4287695001366,-51.42366772660132,-51.44016017514484,-48.89221554050957,-38.13663977396405,-29.585018597036154,-25.737977519267474,-27.33866419261834,-34.63545124981641,-46.2921962647944,-51.8057478740524,-52.04079511117995,-50.6780524118807,-51.148192973110426,-50.9333075525787,-51.273349037475,-51.5001920951645,-51.4441939321442,-51.6810648060819,-51.5410497777526,-51.412157316370816,-51.19476480580687,-50.54359807024426,-47.9991258556068,-38.02508227649766,-27.22749515729774,-22.732792287624033,-22.241757346297337,-25.23113169101598,-32.733986884898634,-41.89697899389762,-49.87355893391754,-50.6712692729296,-51.40991610592884,-51.786353128621485,-51.56966176015476,-48.85234911231342,-37.372513923665956,-27.80741051900312,-24.91299802578321,-24.996817759236393,-28.350884650961923,-38.422221533975176,-48.728407639253916,-50.818297696498085,-50.800554074442566,-50.999552403660914,-51.54097916086962,-50.91574707101838,-47.03465193617744,-35.492618420814466,-27.846550012102924,-22.802098075690154,-24.58453729554045,-31.1809379269716,-41.52300583172376,-49.944954622995155,-49.91139952403636,-49.951770164242184,-51.420534860704734,-52.0163149543209,-52.03048715671987,-52.07861047404063,-52.36415297782017,-52.1127168041475,-51.78925002503418,-52.4236513085709,-52.835336909187546,-52.915062809623024,-52.692668752903984,-52.643834263543354,-52.3851586161301,-52.30586639619454,-51.41767212246755,-48.086623026414976,-36.97902381977288,-25.9300908645522,-20.79446533059246,-19.61311886325561,-21.900588554122415,-27.810201295387166,-39.873504683753865,-49.05924817141924,-50.846449645054136,-51.70075390015625,-52.15351521900171,-52.61607397745664,-52.67978388160215,-52.63202471199926,-52.557026890373734,-52.42872696678859,-52.060830454694944,-52.4614003740921,-52.7614537746124,-52.33444613374716,-52.5515357170969,-52.70622756563683,-52.78370338367007,-52.77834750573006,-52.63248998057031,-50.36397180847469,-41.42997690005045,-31.6826633826111,-27.3216158736638,-27.17432729311748,-32.1636047616596,-43.45723325539733,-50.92825770127266,-51.904188538425,-52.2751240142803,-52.598208755555376,-52.56073490794577,-52.236964148749,-51.05726230742718,-47.433676674914345,-41.79694255084323,-39.4617869230272,-41.942773062842974,-49.0785817350375,-52.308692263207774,-52.61737852910549,-52.6428673347296,-52.682059575815,-52.53442364996953,-52.37209733304495,-52.07195458244885,-47.98341498924276,-37.73143573609127,-33.1383574054284,-30.816153855612363,-31.787394854393888,-36.9594894991494,-47.92589469631608,-51.95026862083456,-52.500984578792,-52.5396391776217,-52.331138101204985,-52.23124826774067,-51.7893826759277,-45.27260978265713,-35.89905165372918,-28.882599588821847,-26.0737742924121,-30.012878772500194,-36.249436573704244,-46.6017149546273,-51.454387257084676,-51.878683492029076,-51.62047662996806,-51.580380526751654,-51.66540714393844,-51.0014398937463,-44.450966071712976,-34.7828872164105,-30.358504493257954,-30.582758119037443,-34.63243092152192,-41.5810467148634,-48.8795232861296,-51.96939467603472,-52.30481638214361,-52.63354322340423,-52.801519385821614,-52.5217098890145,-49.70546092157139,-40.19669717054407,-33.32171722037042,-31.03817284785435,-31.478340056265516,-34.1271427056067,-41.32320451326632,-49.937157053036934,-51.62108279602664,-51.903095340197034,-51.634614680988086,-51.01507823547841,-49.179591172239334,-44.89077745574206,-31.928717747379395,-23.173250371513994,-19.609431996421844,-20.929457714558083,-26.162679228185347,-39.10004291362477,-48.285643499373,-50.3083952322988,-50.77625927975034,-51.3319746096032,-52.3268908266423,-52.7669866710332,-52.927318942048075,-53.04373184891732,-51.47715789544002,-48.8383242417244,-51.0529819601306,-53.39125283124603,-53.97697773846041,-54.23424454869108,-54.38527097457701,-54.22264124063777,-54.24937093031855,-54.21473281919434,-53.97000729240571,-54.02737140455297,-52.798653721969785,-47.07962797778847,-44.4180249301634,-47.897757163146764,-52.95597610669893,-53.72957566900637,-53.39858972754146,-53.23750096008523,-53.75772235522764,-54.09802132467973,-54.23813463443824,-54.53181203766319,-54.4725077475374,-54.48211404070018,-54.31500393562502,-54.3498053684886,-54.1384299579752,-54.12130013896277,-54.61601341727025,-55.040549096354724,-54.74209489421484,-54.41734585288206,-54.8284259167039,-54.72169876096042,-54.66795934992544,-54.611175364425726,-54.11473489918254,-49.95862998894954,-50.35768049647235,-54.37437760602056]",88000000,108000000,1773285129815,,,,,,,,,
223871,d8:3a:dd:f4:4e:d1,216,"[-53.52093910153245,-54.63731732288012,-54.83268472580404,-54.269262528272684,-54.4396095185494,-54.4939124331119,-53.6049261792681,-50.880882952730786,-49.884075670976564,-51.6757338276755,-53.196165706004,-53.50306832331106,-53.9932140862449,-53.45193974840037,-51.33369498982577,-47.78380737223742,-48.47482823580258,-51.663380179478324,-52.245775460397056,-49.90886808120407,-40.75217254173432,-29.98648318725675,-24.65469089227482,-22.382396436557933,-23.8354881020814,-28.860186632227894,-39.09981886559413,-48.706399053919355,-51.89892754227162,-52.82914974338517,-53.2064408088845,-53.45758830572461,-53.6244741591608,-53.36232444801407,-53.59657486223596,-53.6961144484031,-53.81533189598328,-52.72013917738097,-52.40475058946976,-53.0923308123679,-52.71003516452425,-52.09108183986439,-51.90303779364362,-52.061348981006226,-51.493019027262086,-49.55350364872242,-39.78605418271465,-30.284966498593455,-22.9833716445926,-21.497857499009882,-27.647516624626917,-36.87662320731916,-47.99922832339825,-50.9310481954152,-51.53456012746469,-52.13316194864669,-52.614477353064856,-52.836661232402875,-52.80676532533743,-51.765647468970414,-46.87082178786597,-43.409846054749636,-43.54653790371523,-47.2534473354493,-52.5676041655089,-53.77588003118302,-53.8788750377208,-53.7341819096011,-53.6104979343432,-53.54048902054376,-52.903963614214824,-48.22470875938733,-37.70932637684103,-33.9590988244661,-32.030303807423714,-33.0567715074105,-36.6921398380762,-44.06342587341257,-48.0524897252927,-49.242746413706946,-51.88304131541095,-52.892102758818,-53.131451848808915,-53.26153180867305,-53.21164084551646,-51.949875871543874,-48.34853562461545,-48.96978937088896,-50.82460172174768,-52.1663568287157,-53.671902963663044,-52.74732394858624,-53.79856619380348,-53.821739079414655,-53.8683587476686,-53.90320873074903,-53.8858569114654,-52.79409260907364,-45.75703332608008,-37.14846055747724,-34.21430231937814,-38.335198515673426,-47.9839611259079,-53.05233176733667,-52.35295516162645,-51.43001560626316,-52.49586623225676,-53.28749421596335,-53.21071975252472,-50.74191691062643,-38.59522603758043,-31.856042615481215,-29.99781266786694,-30.105161774534274,-31.733238519255977,-36.61912749725868,-48.12129691346301,-52.42329086897537,-52.85692433676249,-52.78957035864708,-53.11004017261865,-51.963864271521885,-47.7195548391516,-37.51641640217025,-27.992393010731426,-24.9285146058874,-24.55213182073933,-28.219668621113474,-38.67649020177328,-48.27525140093535,-51.961614269159355,-52.889504654196145,-53.15517972350467,-53.19280083859768,-53.01769203850248,-51.09909157220095,-40.671680787819184,-33.5457534746819,-29.84157104829743,-31.381547248458475,-36.68357326683299,-43.503468985746956,-44.60882654750708,-48.31823625909561,-51.89185038996011,-52.3821586579295,-51.98202752362037,-51.3119236162466,-46.9111959984579,-35.648772563577126,-26.28572914334441,-23.464295349720782,-25.971197253568334,-34.4067974603339,-46.23870797938176,-51.85569455460265,-52.73160820061746,-53.045790989680114,-53.0189035594881,-53.49358314645802,-53.5287503010747,-53.2348440576726,-50.61484623328454,-46.12902749399816,-44.965479482822055,-47.30334920029957,-51.68216520865661,-53.4749653090839,-53.617698076115765,-53.4898030965077,-53.017523370227515,-53.266450378457975,-53.35483460634896,-53.4695141841744,-49.94084422577756,-42.5514097498712,-38.72322980544202,-38.268914054565634,-41.70490208499377,-48.537870434618455,-52.9318026120646,-52.647756839203524,-52.379447690495425,-52.789452147079416,-53.023578591663934,-53.44706842023208,-53.4940301794111,-53.51197064401017,-53.09604525584753,-52.23216092787695,-46.9354473261888,-42.98159014248295,-42.073071528493664,-42.901479412927685,-46.41918656654288,-51.49511782367068,-52.7065477433943,-52.63231221099353,-51.99539187811342,-49.9686993572267,-41.022934711744014,-30.15525691860557,-23.70969356994259,-26.04053034738833,-34.6603854885371,-43.29278264308098,-48.08076334115066,-49.868690968374814,-50.21326178912902,-50.80896433420052,-51.17981513538354,-50.19389173746431,-48.87950039303345,-49.320122454044636,-50.50875458524623,-51.40777722243742,-51.70641923979737,-52.037137616981646,-52.07777172189552,-52.243095150737,-52.63834669442082,-52.6825943613983,-52.875796098893,-52.77204973964579,-52.9616588569378,-50.4127553620613,-42.77153482247425,-38.87701731967351,-38.80873144294624,-40.117038609977946,-45.086176941049835,-50.605109795756,-50.4995931010434,-49.89419389619732,-49.79966356877826,-49.28622896474404,-48.106808367574,-43.5342721951211,-32.96794931805708,-21.762545209188573,-17.90152451549158,-18.045608971408377,-20.46647235360364,-28.875231581269624,-41.75715662903773,-47.47531489185845,-48.936763562136235,-49.68184109795418,-50.198105179416814,-49.6536953901689,-44.25672205165738,-32.44301804259316,-25.81001946735245,-49.88963083813104,-50.18066410607305,-50.26455953879419,-50.14131713629444,-49.810936898573814,-49.273418825632305,-48.52876291746991,-51.07792183894705,-50.14627315249616,-50.719307198189654,-50.981991131471474,-50.3545578562696,-48.197630692023175,-40.891684991599035,-28.975782318890882,-23.727673026806507,-21.919695272941844,-24.401282410709864,-32.5153186936391,-45.92979748579974,-49.4421178166894,-50.320547235384836,-50.7326765415454,-51.04275440677198,-51.17582497614606,-51.391230596213546,-51.380153171746215,-51.34583491651725,-48.6088858260816,-37.550263996752044,-29.17600588143428,-26.138584193410868,-27.364040266147494,-33.62154455119256,-45.6663972936304,-51.5800522294778,-52.04223827420119,-50.6565342595452,-51.109762863558984,-51.10958351701364,-51.160615596960184,-51.5146774628954,-51.5148903091333,-51.59264151120908,-51.52380562728346,-51.335885918697464,-51.14538271439355,-50.41979659396478,-47.329261932428146,-37.42175684728717,-27.229728573532523,-22.719425955611136,-22.178010051006886,-25.14947705023694,-32.7298262237483,-41.6203198492858,-49.79160150832314,-50.66145195058854,-51.34974630938969,-51.74261529938053,-51.744021839393056,-49.6768892496625,-41.704672874578385,-30.643881769442913,-23.828455324351484,-24.198938748162565,-31.582192700383906,-41.96194326328576,-49.39886511362878,-50.97759182276494,-50.8623073435674,-50.95094290981669,-51.56374835161374,-50.90737356494224,-46.648474902130545,-34.802031381425714,-27.313478918601554,-23.043040615522457,-24.757486187559664,-30.1887431794145,-40.66989815812956,-49.76332914182304,-50.76057849660093,-49.9766185502887,-50.779251382412916,-51.949246053351345,-52.02919447185717,-52.10425961523754,-52.39982164524376,-52.15157237017655,-51.52204055068097,-52.4192289864852,-52.91475279162008,-52.93282900286286,-52.712111667621144,-52.641368385857064,-52.402983445754224,-52.26719876949423,-51.164262857977135,-46.49640993080926,-35.23285402149125,-25.32630088624508,-20.873997145713822,-20.0487932467512,-21.721380387320572,-27.090177833185084,-38.8929393790986,-48.21956240892435,-50.83469979843545,-51.71093357157783,-52.17214573871665,-52.59301741586323,-52.642542086054746,-52.65816440612362,-52.66781579180563,-52.38323518697469,-51.95257327107495,-52.6490139268052,-52.8242328492285,-52.356640919766875,-52.551742578068485,-52.71877169958725,-52.83476318916997,-52.86307940753332,-52.759833629866726,-50.949061226604925,-42.375502805257234,-32.48882259932037,-26.99702857523144,-27.0822016247586,-33.07652699908802,-43.93195754491696,-51.38467387520741,-51.79633565452364,-52.251994024661556,-52.7397668722646,-52.8116811448288,-52.5488257916015,-51.6947008026291,-48.0205401940509,-41.80134915494048,-39.489383283247086,-41.89137796558298,-49.0767975394326,-52.336483262223084,-52.622147502811316,-52.6371820317645,-52.625546715037586,-52.56635853130665,-52.45169440436957,-52.024917128126674,-47.71986666026713,-37.408044896557854,-32.801220216842,-31.44079526177098,-31.79390372272218,-36.031154330123,-46.662644038085226,-51.8563551965341,-52.5426041099901,-52.5345302052214,-52.34890874101663,-52.2610179199894,-51.89337887314898,-45.396516918174676,-36.51596386532531,-28.925018725262266,-25.95895497378907,-30.3382652829758,-36.810658427713335,-47.005899726090135,-51.5857650139067,-51.90136959969485,-51.64485477828828,-51.5595280239368,-51.650345305581624,-50.85734976296698,-42.89242348751755,-33.93205761240549,-30.65829106286026,-31.021493955142326,-34.213022369051735,-40.857694249909144,-46.59967287455448,-50.59491532362736,-52.28396685718876,-52.65981408721,-52.828148417279166,-52.596003606308045,-50.04100265777112,-40.543506124884715,-33.47698415705245,-30.96416157222027,-31.427775854598224,-34.25721590845545,-41.576211164020485,-50.289075461409766,-51.48040617120835,-51.80045267519943,-51.6481754991587,-51.11521219159612,-49.55250042046414,-45.34784806410406,-32.667948747393766,-23.014000116934533,-19.60126536741471,-20.862395209809968,-26.349595930088725,-39.30724158376403,-48.352915442928946,-50.4140385407817,-50.811261286462184,-51.1949564334949,-52.2617265764885,-52.79397482963631,-52.94933672519868,-52.90601968703014,-51.33218586978635,-49.080866547109,-50.84759247860072,-53.3089354496813,-53.9657469842752,-54.25243556486896,-54.41503048793926,-54.273521839991254,-54.268402239565354,-54.24005902033698,-53.97987413840993,-54.01551209901403,-52.57579217234972,-47.3215309095381,-44.64768909757243,-47.77697476466683,-52.604685947104734,-53.661203832040144,-53.454836877468075,-53.38100301044197,-53.765928317449614,-54.07012029934015,-54.241695120616235,-54.52501151279635,-54.46548635176552,-54.4810785951644,-54.348033339777054,-54.380800728465644,-54.18067555033137,-54.08376143689885,-54.53374810398376,-54.98862770383434,-54.72223960231319,-54.4106018742074,-54.81513382449811,-54.7144551170854,-54.64050178768786,-54.404837231998854,-51.7583261961375,-50.404557452281836,-50.53932301167718,-52.04972046082227]",88000000,108000000,1773285249814,,,,,,,,,
