campaign_label,campaign_id,start_date,stop_date,start_time,stop_time,acquisition_freq_minutes,central_freq_MHz,span_MHz,sample_rate_hz,lna_gain_dB,vga_gain_dB,rbw_kHz,antenna_amp
fm_sweep_rbw_003k,215,2026-03-12T00:00:00.000Z,2026-03-12T00:00:00.000Z,00:10:00,03:10:00,2,98,20,20000000,16,16,3,true
