campaign_label,start_date,stop_date,start_time,stop_time,acquisition_freq_minutes,central_freq_MHz,span_MHz,lna_gain_dB,vga_gain_dB,rbw_kHz,antenna_amp
MeasurementCalibration,03/10/2026,03/10/2026,00:00:00,06:00:00,2,98,20,0,62,10,true
