node,row_idx,L_ir_db,F_ir_db,S_ir_db,R_ir_db,is_clean,floor_max_db,spread_min_db,spread_max_db,mismatch_max_db
Node1-Bogota,0,-20.66532764555324,-23.71243924790336,9.734264254646504,1.1943527201718833,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,1,-21.737860868631287,-28.927464476617097,14.17995123613269,0.5453274664293541,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,2,-20.105287198126817,-23.0520032063543,9.690576627810703,0.6824871456776878,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,3,-18.658865547293594,-22.73576611956053,11.334194616271562,1.2266553538280398,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,4,-18.236975639224262,-22.254355367548307,13.199684790807021,0.5559275180004288,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,5,-20.166598859221175,-22.858177885744652,8.216216457489644,0.41521384236217607,False,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,6,-20.141710867306223,-23.087249107654657,10.270488945297874,0.4173725546790852,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,7,-20.605077203153403,-22.89881141562974,10.162588756523096,0.6399370394991784,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,8,-20.15933266547816,-22.51712340600915,7.491565860842634,0.466543487491057,False,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,9,-20.374734410126713,-23.15696382646652,8.570635845688747,0.5113046062230566,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,10,-21.558550463532868,-25.06531094272175,10.067285592660829,0.7055171470715571,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,11,-17.46266385479159,-22.21204714489945,13.668910074124895,1.121462657348065,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,12,-18.94229933768515,-22.43574659702402,12.20820084867799,1.144461748617637,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,13,-20.19541234792898,-22.686681177238118,11.258833874731154,0.5921444451767357,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,14,-19.980624268247922,-22.77564216291215,11.738891230552834,0.8517194041718401,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,15,-20.74760063108826,-23.44656621638591,11.551073796749744,0.6846371705644847,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,16,-20.663554679694894,-23.23837510288147,8.801612514234911,0.46854310206264493,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,17,-19.764151602960375,-22.839666693497332,11.26861015355001,0.44656382972854125,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,18,-20.08450566291436,-23.134074886886896,12.70947388957606,0.5121817960521167,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,19,-17.990945989348702,-22.28501268398994,13.064108709482023,0.9558984397776626,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,20,-19.602352286567005,-22.714603993370233,12.327939645619796,0.8487669964983491,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,21,-19.661103005443046,-22.726545492078678,11.825116713819657,1.13657403149268,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,22,-21.07898675988568,-23.236891932969897,10.745250994893825,0.7933000064225464,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,23,-21.190451880144042,-23.928531597107835,12.437094813718417,0.8700649210805844,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,24,-20.711869218324416,-23.16237492002608,11.489806003489086,0.9725839092634603,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,25,-20.324837355124174,-23.096030402924654,10.183660938670211,0.5966136913317346,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,26,-19.520997941660582,-22.907207467109497,12.632506368207444,1.0027109424010545,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,27,-18.927732235623346,-22.652863335692686,12.620713853876092,1.0844754362880789,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,28,-19.696260786553168,-22.560592187093782,12.237440239865228,0.8370928968493248,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,29,-20.689752371710924,-23.143837981105875,10.76502093902955,0.8529063448880665,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,30,-16.83940915822729,-22.354594816113767,12.952593001415384,0.6415337721204457,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,31,-19.58601562801765,-22.90986363521295,12.24372147584304,0.8627084430005993,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,32,-19.436146292602928,-22.771594872442527,10.79424556408264,0.6264347237310286,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,33,-21.84011599913297,-26.297860204561136,11.665528854981606,0.6579384007149933,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,34,-21.617123819871118,-24.530810249848734,9.631384206818657,0.7478944149686555,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,35,-20.307044170491583,-22.98122046733385,10.462713206120462,1.1459613057932145,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,36,-20.3534536150327,-22.899425228746928,8.111602298130173,0.4669299292810756,False,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,37,-20.320104877946896,-23.203335845203355,11.177844669043628,0.8442560907604868,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,38,-20.71826826078408,-23.647766376760952,10.079239908886903,0.4258381920483618,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,39,-18.384585445342722,-22.694479118166715,12.242550129707979,0.4788008471476335,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,40,-22.10376432187051,-24.768221489888152,11.415740868387426,0.6626048175619346,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,41,-21.78857715593278,-26.055590375378113,11.15593625563898,0.9393602571216224,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,42,-20.18281869320942,-23.065094681633,11.473157354794646,0.6846023740083051,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,43,-18.733444368108543,-22.79803552562876,10.81163821332325,1.77554359298251,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,44,-18.7777912665893,-22.397592253715164,10.514455212047011,1.8118210125399967,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,45,-20.172400365715294,-22.834773981422174,10.711160362721968,1.4076714184053074,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,46,-18.515180068314393,-22.443520580572162,11.041357820565738,2.07306453498693,False,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,47,-21.1141434312065,-24.226359626039127,11.041621838908192,0.6862783662237852,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,48,-20.814990944534053,-23.69249321795446,11.763767309443136,0.4861242794390179,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,49,-20.29243636691702,-23.681760319418057,12.510270119902149,0.7779824648775691,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,50,-19.85359288146451,-22.900568409960066,11.77009393329082,0.5635199431595517,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,51,-18.928679881983353,-22.34240519456212,11.035291971599555,1.583033723632754,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,52,-19.078038529996448,-22.367463553326374,11.845114720463165,0.9309578192440178,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,53,-20.179748191830292,-22.980295242484424,11.806498016082127,0.7666956268025178,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,54,-20.331391770928455,-23.254259430992114,10.967338234699838,1.267692626114604,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,55,-19.650463044100306,-22.613110552293286,11.154199793957604,0.7732069097741361,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,56,-21.14601875044673,-23.621860151131983,10.978142607399331,1.0376695938811222,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,57,-20.172074926932318,-22.709763173067262,10.635725028718824,0.6586238108931468,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,58,-19.59731265224429,-22.810087773634734,11.216716788473363,1.1187252124325298,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,59,-20.194944850858178,-23.002726482458385,11.734105006577732,0.7656356914239844,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,60,-20.212152880462334,-23.074264790901537,12.305104188144544,0.726629068482457,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,61,-19.853369801142158,-22.665964299939745,11.492529441737837,1.606150148650551,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,62,-20.30702766922419,-22.76844936081722,12.113085599123684,1.01352957217426,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,63,-19.474972841881836,-22.62098069995082,12.211984713572011,0.7434736630252132,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,64,-20.781121280722687,-23.13336871708568,10.873460733797561,1.1682592649600352,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,65,-20.67383126774048,-22.70044526541666,11.810251871540505,0.6510553450995502,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,66,-18.93121676364438,-22.402217432957364,11.487608031768595,1.155943991048181,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,67,-20.117487868331406,-23.464841016027663,11.661270565306108,1.3619144751525356,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,68,-20.116709612321145,-23.270844121753907,12.436424364337643,0.9721391924441471,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,69,-19.90990367234388,-22.91376432685299,11.404485349726308,0.6369041830721791,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,70,-20.45725238422408,-22.812219099130147,10.267507086827123,1.0092614031622897,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,71,-20.11320632904872,-23.210704090526256,11.885803675423507,0.7358716357766211,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,72,-19.753680588350868,-22.94599983522564,11.873358225747808,1.0537801703467835,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,73,-21.207424168310688,-24.01445464420106,11.037329413339744,1.6613906972432186,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,74,-20.24633629050619,-22.920831057868934,12.425300489369736,0.8915589908183357,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,75,-21.306159379164335,-23.704298483775815,10.731772077765449,1.5961020215705037,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
Node1-Bogota,76,-20.33416444065646,-22.91083761825516,11.757088784567298,0.7931489056924601,True,-21.558667671899165,8.280120009364953,14.70493887411072,1.9002329259302388
