node,row_idx,L_i_r_db,level_bin_idx,is_clean_row
Node5-Bogota,53,-20.61874433582951,2,True
Node5-Bogota,54,-20.86880212554469,1,True
Node5-Bogota,55,-19.445220526935422,6,True
Node5-Bogota,56,-20.220739191622172,4,True
Node5-Bogota,57,-19.558126659319008,6,True
Node5-Bogota,58,-19.906858274954423,5,True
Node5-Bogota,59,-20.088700157303652,4,True
Node5-Bogota,60,-20.018806313488255,5,True
Node5-Bogota,61,-20.45691825848377,3,True
Node5-Bogota,62,-19.34938081134808,6,True
Node5-Bogota,63,-19.788234845120087,5,True
Node5-Bogota,64,-21.244612422270592,0,True
Node5-Bogota,65,-20.278199065555953,4,True
Node5-Bogota,66,-19.734133443886922,5,True
Node5-Bogota,67,-20.828750298374416,1,True
Node5-Bogota,68,-19.700665545386798,5,True
Node5-Bogota,69,-19.101867745486405,6,True
Node5-Bogota,70,-20.777587457475516,1,True
Node5-Bogota,71,-20.216091834078014,4,True
Node5-Bogota,72,-20.67087035166542,2,True
Node5-Bogota,73,-21.434500784978916,0,True
Node5-Bogota,74,-20.742592988950072,2,True
Node5-Bogota,75,-21.238341230163527,0,True
Node5-Bogota,76,-20.21916885455273,4,True
Node5-Bogota,77,-21.266354545327513,0,True
Node5-Bogota,78,-20.742818543690948,1,True
Node5-Bogota,79,-20.20097226072,4,True
Node5-Bogota,80,-19.451877290793867,6,True
Node5-Bogota,81,-20.639639349027544,2,True
Node5-Bogota,82,-19.823728303338296,5,True
Node5-Bogota,83,-20.32941409423479,3,True
Node5-Bogota,84,-20.108400104382177,4,True
Node5-Bogota,85,-20.13951537799015,4,True
Node5-Bogota,86,-19.810009379382734,5,True
Node5-Bogota,87,-20.262072674989355,4,True
Node5-Bogota,88,-21.014037366676753,1,True
Node5-Bogota,89,-20.525495947299113,3,True
Node5-Bogota,90,-19.971005823212824,5,True
Node5-Bogota,91,-20.458836725196612,3,True
Node5-Bogota,92,-20.779678674526075,1,True
Node5-Bogota,93,-20.667592872677343,2,True
Node5-Bogota,94,-20.73481257215719,2,True
Node5-Bogota,95,-20.07372775485408,4,True
Node5-Bogota,96,-20.06547589446989,5,True
Node5-Bogota,97,-20.566194094338663,2,True
Node5-Bogota,98,-20.922067591073453,1,True
Node5-Bogota,99,-21.01612898000341,1,True
Node5-Bogota,100,-20.3163107631576,3,True
Node5-Bogota,101,-20.51250800668646,3,True
Node5-Bogota,102,-19.96898690083436,5,True
Node5-Bogota,103,-21.30136427809324,0,False
Node5-Bogota,104,-20.23278391381566,4,True
Node6-Bogota,0,-20.110475031625384,0,True
Node6-Bogota,1,-20.3596734520089,0,True
Node6-Bogota,2,-19.835937283805595,2,True
Node6-Bogota,3,-19.795873139057232,3,True
Node6-Bogota,4,-19.097455341586638,6,True
Node6-Bogota,5,-19.968300660729046,1,True
Node6-Bogota,6,-19.86520894702098,2,True
Node6-Bogota,7,-19.96945334233386,1,True
Node6-Bogota,8,-19.81607631451058,3,True
Node6-Bogota,9,-20.135188308401165,0,True
Node6-Bogota,10,-19.867494453220143,2,True
Node6-Bogota,11,-19.720777149628944,4,True
Node6-Bogota,12,-19.50062437513252,6,True
Node6-Bogota,13,-19.886006877458044,2,True
Node6-Bogota,14,-19.967638321954297,1,True
Node6-Bogota,15,-20.039279458166508,0,True
Node6-Bogota,16,-19.797317964966695,3,True
Node6-Bogota,17,-19.664849795615382,5,True
Node6-Bogota,18,-19.73773756999335,4,True
Node6-Bogota,19,-18.916944490864196,6,True
Node6-Bogota,20,-19.67586507493352,5,True
Node6-Bogota,21,-19.58436375525791,5,True
Node6-Bogota,22,-19.992114344542617,1,True
Node6-Bogota,23,-19.833775904490757,3,True
Node6-Bogota,24,-20.008787142814015,0,True
Node6-Bogota,25,-19.78816896929371,3,True
Node6-Bogota,26,-19.710665046317597,5,True
Node6-Bogota,27,-19.418629544350708,6,True
Node6-Bogota,28,-19.755417729752594,4,True
Node6-Bogota,29,-19.89595375966053,2,True
Node6-Bogota,30,-18.486580809239435,6,True
Node6-Bogota,31,-19.782500001341386,4,True
Node6-Bogota,32,-19.802631766623126,3,True
Node6-Bogota,33,-20.308408379160483,0,True
Node6-Bogota,34,-19.909178444407733,1,True
Node6-Bogota,35,-19.926112787303893,1,True
Node6-Bogota,36,-19.913533351465155,1,True
Node6-Bogota,37,-20.007362934663306,0,True
Node6-Bogota,38,-20.16821550643073,0,True
Node6-Bogota,39,-18.91070459448479,6,True
Node6-Bogota,40,-20.165939509987254,0,True
Node6-Bogota,41,-20.399723998816953,0,True
Node6-Bogota,42,-19.89109880629251,2,True
Node6-Bogota,43,-19.786646110317562,3,True
Node6-Bogota,44,-19.102667611872004,6,False
Node6-Bogota,45,-19.759602187358187,4,True
Node6-Bogota,46,-19.57327377120818,5,True
Node6-Bogota,47,-19.893026408480708,2,True
Node6-Bogota,48,-19.80554700733478,3,True
Node6-Bogota,49,-19.96802854855286,1,True
Node6-Bogota,50,-19.63032270233773,5,True
Node6-Bogota,51,-19.31019657297015,6,True
Node6-Bogota,52,-19.494924371857945,6,True
Node6-Bogota,53,-19.57368780348187,5,True
Node6-Bogota,54,-19.673213997700966,5,True
Node6-Bogota,55,-19.54838090291537,5,True
Node6-Bogota,56,-19.688080537749183,5,True
Node6-Bogota,57,-19.787503474008744,3,True
Node6-Bogota,58,-19.637630295661182,5,True
Node6-Bogota,59,-19.925889191941465,1,True
Node6-Bogota,60,-19.962131312279546,1,True
Node6-Bogota,61,-19.891489576347407,2,True
Node6-Bogota,62,-19.74623734192922,4,True
Node6-Bogota,63,-19.88811489044255,2,True
Node6-Bogota,64,-20.006096642969915,0,True
Node6-Bogota,65,-19.93597118720649,1,True
Node6-Bogota,66,-19.449531161180666,6,True
Node6-Bogota,67,-19.75836164024153,4,True
Node6-Bogota,68,-19.887019058185885,2,True
Node6-Bogota,69,-19.701721540809928,5,True
Node6-Bogota,70,-19.86224076115485,2,True
Node6-Bogota,71,-19.84473125100353,2,True
Node6-Bogota,72,-19.74352424339966,4,True
Node6-Bogota,73,-20.242134193537822,0,True
Node6-Bogota,74,-19.77972184777265,4,True
Node6-Bogota,75,-20.177502147870513,0,True
Node6-Bogota,76,-19.828551235592446,3,True
Node6-Bogota,77,-20.011181175782216,0,True
Node6-Bogota,78,-20.057047212565067,0,True
Node6-Bogota,79,-19.837740152796293,2,True
Node6-Bogota,80,-19.98117924847503,1,True
Node6-Bogota,81,-19.869184468846,2,True
Node6-Bogota,82,-19.84311814964393,2,True
Node6-Bogota,83,-19.78593324390055,4,True
Node6-Bogota,84,-19.58835092387859,5,True
Node6-Bogota,85,-19.50490347197568,6,True
Node6-Bogota,86,-19.506754238893215,6,True
Node6-Bogota,87,-19.711304388172977,4,True
Node6-Bogota,88,-19.749109751535464,4,True
Node6-Bogota,89,-19.82374566239109,3,True
Node6-Bogota,90,-19.394055469854067,6,True
Node6-Bogota,91,-19.956866700610657,1,True
Node6-Bogota,92,-19.91093792979418,1,True
Node6-Bogota,93,-19.95450997778037,1,True
Node6-Bogota,94,-19.827286076725805,3,True
Node6-Bogota,95,-19.73885759063058,4,True
Node6-Bogota,96,-19.48439644565691,6,True
Node6-Bogota,97,-19.81105171414235,3,True
Node6-Bogota,98,-19.403263709036366,6,True
Node6-Bogota,99,-19.673611804577895,5,True
Node6-Bogota,100,-19.824287085380313,3,True
Node6-Bogota,101,-19.777627352451333,4,True
Node6-Bogota,102,-19.54597119211251,5,True
Node6-Bogota,103,-19.739359159167957,4,True
Node6-Bogota,104,-19.448296391460815,6,True
Node7-Bogota,0,,-1,True
Node7-Bogota,1,,-1,True
Node7-Bogota,2,,-1,True
Node7-Bogota,3,,-1,True
Node7-Bogota,4,,-1,True
Node7-Bogota,5,,-1,True
Node7-Bogota,6,,-1,True
Node7-Bogota,7,,-1,True
Node7-Bogota,8,,-1,True
Node7-Bogota,9,,-1,True
Node7-Bogota,10,,-1,True
Node7-Bogota,11,,-1,True
Node7-Bogota,12,,-1,True
Node7-Bogota,13,,-1,True
Node7-Bogota,14,,-1,True
Node7-Bogota,15,,-1,True
Node7-Bogota,16,,-1,True
Node7-Bogota,17,,-1,True
Node7-Bogota,18,,-1,True
Node7-Bogota,19,,-1,True
Node7-Bogota,20,,-1,True
Node7-Bogota,21,,-1,True
Node7-Bogota,22,,-1,True
Node7-Bogota,23,,-1,True
Node7-Bogota,24,,-1,True
Node7-Bogota,25,,-1,True
Node7-Bogota,26,,-1,True
Node7-Bogota,27,,-1,True
Node7-Bogota,28,,-1,True
Node7-Bogota,29,,-1,True
Node7-Bogota,30,,-1,True
Node7-Bogota,31,,-1,True
Node7-Bogota,32,,-1,True
Node7-Bogota,33,,-1,True
Node7-Bogota,34,,-1,True
Node7-Bogota,35,,-1,True
Node7-Bogota,36,,-1,True
Node7-Bogota,37,,-1,True
Node7-Bogota,38,,-1,True
Node7-Bogota,39,,-1,True
Node7-Bogota,40,,-1,True
Node7-Bogota,41,,-1,True
Node7-Bogota,42,,-1,True
Node7-Bogota,43,,-1,True
Node7-Bogota,44,,-1,True
Node7-Bogota,45,,-1,True
Node7-Bogota,46,,-1,True
Node7-Bogota,47,,-1,True
Node7-Bogota,48,,-1,True
Node7-Bogota,49,,-1,True
Node7-Bogota,50,,-1,True
Node7-Bogota,51,,-1,True
Node7-Bogota,52,,-1,True
Node7-Bogota,53,,-1,True
Node7-Bogota,54,,-1,True
Node7-Bogota,55,,-1,True
Node7-Bogota,56,,-1,True
Node7-Bogota,57,,-1,True
Node7-Bogota,58,,-1,True
Node7-Bogota,59,,-1,True
Node7-Bogota,60,,-1,True
Node7-Bogota,61,,-1,True
Node7-Bogota,62,,-1,True
Node7-Bogota,63,,-1,True
Node7-Bogota,64,,-1,True
Node7-Bogota,65,,-1,True
Node7-Bogota,66,,-1,True
Node7-Bogota,67,,-1,True
Node7-Bogota,68,,-1,True
Node7-Bogota,69,,-1,True
Node7-Bogota,70,,-1,True
Node7-Bogota,71,,-1,True
Node7-Bogota,72,,-1,True
Node7-Bogota,73,,-1,True
Node7-Bogota,74,,-1,True
Node7-Bogota,75,,-1,True
Node7-Bogota,76,,-1,True
Node7-Bogota,77,,-1,True
Node7-Bogota,78,,-1,True
Node7-Bogota,79,,-1,True
Node7-Bogota,80,,-1,True
Node7-Bogota,81,,-1,True
Node7-Bogota,82,,-1,True
Node7-Bogota,83,,-1,True
Node7-Bogota,84,,-1,True
Node7-Bogota,85,,-1,True
Node7-Bogota,86,,-1,True
Node7-Bogota,87,,-1,True
Node7-Bogota,88,,-1,True
Node7-Bogota,89,,-1,True
Node7-Bogota,90,,-1,True
Node7-Bogota,91,,-1,True
Node7-Bogota,92,,-1,True
Node7-Bogota,93,,-1,True
Node7-Bogota,94,,-1,True
Node7-Bogota,95,,-1,True
Node7-Bogota,96,,-1,True
Node7-Bogota,97,,-1,True
Node7-Bogota,98,,-1,True
Node7-Bogota,99,,-1,True
Node7-Bogota,100,,-1,True
Node7-Bogota,101,,-1,True
Node7-Bogota,102,,-1,True
Node7-Bogota,103,,-1,True
Node7-Bogota,104,,-1,True
Node8-Bogota,0,-20.866895762400624,4,True
Node8-Bogota,1,-22.60721875995408,0,True
Node8-Bogota,2,-21.051317202617213,2,True
Node8-Bogota,3,-19.99497416619863,6,True
Node8-Bogota,4,-19.64312806665681,6,False
Node8-Bogota,5,-21.23999009045658,1,True
Node8-Bogota,6,-21.16827643165032,1,True
Node8-Bogota,7,-20.540444793076368,5,True
Node8-Bogota,8,-21.077798218190985,2,False
Node8-Bogota,9,-21.534844108392733,0,True
Node8-Bogota,10,-21.308776390344093,0,True
Node8-Bogota,11,-19.87841078358458,6,True
Node8-Bogota,12,-18.750760768837033,6,False
Node8-Bogota,13,-20.941145369647913,4,True
Node8-Bogota,14,-21.107135474783007,2,True
Node8-Bogota,15,-21.188786957479696,1,True
Node8-Bogota,16,-21.154694499126485,2,True
Node8-Bogota,17,-20.726290392463994,5,True
Node8-Bogota,18,-20.80658942288315,4,True
Node8-Bogota,19,-19.71719760377919,6,True
Node8-Bogota,20,-20.471949398375628,5,True
Node8-Bogota,21,-20.94670779978172,3,True
Node8-Bogota,22,-20.959262428982875,3,True
Node9-Funza,0,,-1,False
Node9-Funza,1,,-1,False
Node9-Funza,2,,-1,False
Node9-Funza,3,,-1,False
Node9-Funza,4,,-1,False
Node9-Funza,5,,-1,False
Node9-Funza,6,,-1,False
Node9-Funza,7,,-1,False
Node9-Funza,8,,-1,False
Node9-Funza,9,,-1,False
Node9-Funza,10,,-1,False
Node9-Funza,11,,-1,False
Node9-Funza,12,,-1,False
Node9-Funza,13,,-1,False
Node9-Funza,14,,-1,False
Node9-Funza,15,,-1,False
Node9-Funza,16,,-1,False
Node9-Funza,17,,-1,False
Node9-Funza,18,,-1,False
Node9-Funza,19,,-1,False
Node9-Funza,20,,-1,False
Node9-Funza,21,,-1,False
Node9-Funza,22,,-1,False
Node9-Funza,23,,-1,False
Node9-Funza,24,,-1,False
Node9-Funza,25,,-1,False
Node9-Funza,26,,-1,False
Node9-Funza,27,,-1,False
Node9-Funza,28,,-1,False
Node9-Funza,29,,-1,False
Node9-Funza,30,,-1,False
Node9-Funza,31,,-1,False
Node9-Funza,32,,-1,False
Node9-Funza,33,,-1,False
Node9-Funza,34,,-1,False
Node9-Funza,35,,-1,False
Node9-Funza,36,,-1,False
Node9-Funza,37,,-1,False
Node9-Funza,38,,-1,False
Node9-Funza,39,,-1,False
Node9-Funza,40,,-1,False
Node9-Funza,41,,-1,False
Node9-Funza,42,,-1,False
Node9-Funza,43,,-1,False
Node9-Funza,44,,-1,False
Node9-Funza,45,,-1,False
Node9-Funza,46,,-1,False
Node9-Funza,47,,-1,False
Node9-Funza,48,,-1,False
Node9-Funza,49,,-1,False
Node9-Funza,50,,-1,False
Node9-Funza,51,,-1,False
Node9-Funza,52,,-1,False
Node9-Funza,53,,-1,False
Node9-Funza,54,,-1,False
Node9-Funza,55,,-1,False
Node9-Funza,56,,-1,False
Node9-Funza,57,,-1,False
Node9-Funza,58,,-1,False
Node9-Funza,59,,-1,False
Node9-Funza,60,,-1,False
Node9-Funza,61,,-1,False
Node9-Funza,62,,-1,False
Node9-Funza,63,,-1,False
Node9-Funza,64,,-1,False
Node9-Funza,65,,-1,False
Node9-Funza,66,,-1,False
Node9-Funza,67,,-1,False
Node9-Funza,68,,-1,False
Node9-Funza,69,,-1,False
Node9-Funza,70,,-1,False
Node9-Funza,71,,-1,False
Node9-Funza,72,,-1,False
Node9-Funza,73,,-1,False
Node9-Funza,74,,-1,False
Node9-Funza,75,,-1,False
Node9-Funza,76,,-1,False
Node9-Funza,77,,-1,False
Node9-Funza,78,,-1,False
Node9-Funza,79,,-1,False
Node9-Funza,80,,-1,False
Node9-Funza,81,,-1,False
Node9-Funza,82,,-1,False
Node9-Funza,83,,-1,False
Node9-Funza,84,,-1,False
Node9-Funza,85,,-1,False
Node9-Funza,86,,-1,False
Node9-Funza,87,,-1,False
Node9-Funza,88,,-1,False
Node9-Funza,89,,-1,False
Node9-Funza,90,,-1,False
Node9-Funza,91,,-1,False
Node9-Funza,92,,-1,False
Node9-Funza,93,,-1,False
Node9-Funza,94,,-1,False
Node9-Funza,95,,-1,False
Node9-Funza,96,,-1,False
Node9-Funza,97,,-1,False
Node9-Funza,98,,-1,False
Node9-Funza,99,,-1,False
Node9-Funza,100,,-1,False
Node9-Funza,101,,-1,False
Node9-Funza,102,,-1,False
Node9-Funza,103,,-1,False
Node9-Funza,104,,-1,False
