node,row_idx,A_i_r_db,is_clean_row
Node3-Bogota,12,-0.5467703873518837,True
Node3-Bogota,13,0.17234049064573131,True
Node3-Bogota,14,-0.14506620133549858,True
Node3-Bogota,15,0.11138737255498724,True
Node3-Bogota,16,-0.49639356817098523,True
Node3-Bogota,17,0.020941654649274423,True
Node3-Bogota,18,-0.07745949175861011,True
Node3-Bogota,19,0.2798235021432238,True
Node3-Bogota,20,0.32238021013261314,True
Node3-Bogota,21,-0.3448548174487862,True
Node3-Bogota,22,0.24867672549357148,True
Node3-Bogota,23,0.10622544210715223,True
Node3-Bogota,24,-0.2717971022280439,True
Node3-Bogota,25,-0.1373840193146727,True
Node3-Bogota,26,0.2251883557006491,True
Node3-Bogota,27,0.15295862997912407,True
Node3-Bogota,28,0.7905514890086154,True
Node3-Bogota,29,0.43331213072093755,True
Node3-Bogota,30,0.9220419194584664,True
Node3-Bogota,31,-0.17106214573647682,True
Node3-Bogota,32,0.3953665612980487,True
Node3-Bogota,33,-0.5747477941419039,True
Node3-Bogota,34,-0.40218662278160433,True
Node3-Bogota,35,-0.42456543489458753,True
Node3-Bogota,36,0.04878951967104822,True
Node3-Bogota,37,-0.43066209636888514,True
Node3-Bogota,38,0.0006685226776039777,True
Node3-Bogota,39,1.0020043916064758,True
Node3-Bogota,40,-0.3398724538777085,True
Node3-Bogota,41,-0.2627070686357854,True
Node3-Bogota,42,0.27162225408288054,True
Node3-Bogota,43,-0.41338121747457734,True
Node3-Bogota,44,-0.6500602076650468,True
Node3-Bogota,45,0.9053047190942136,True
Node3-Bogota,46,-0.4284105170268948,True
Node3-Bogota,47,-0.16945101459556683,True
Node3-Bogota,48,-0.22050211625611937,True
Node3-Bogota,49,-0.809641383678672,True
Node3-Bogota,50,0.052274834681197264,True
Node3-Bogota,51,-0.4142078992178235,True
Node3-Bogota,52,0.43695805196148096,True
Node3-Bogota,53,-0.10862913866483215,True
Node3-Bogota,54,-0.4804795807401264,True
Node3-Bogota,55,0.44647231738218396,True
Node3-Bogota,56,0.20306167970378253,True
Node3-Bogota,57,0.4274525459048477,True
Node3-Bogota,58,0.07003933684688304,True
Node3-Bogota,59,0.20276087120981212,True
Node3-Bogota,60,0.6187513044153192,True
Node3-Bogota,61,-0.27489692392530385,True
Node3-Bogota,62,0.6288810621651999,True
Node3-Bogota,63,0.3612182693856778,True
Node3-Bogota,64,-0.34123037034018655,True
Node3-Bogota,65,0.13407945565518853,True
Node3-Bogota,66,0.08226848392949493,True
Node3-Bogota,67,-1.087703056067804,True
Node3-Bogota,68,0.3063246320332961,True
Node3-Bogota,69,0.37620392025417165,True
Node3-Bogota,70,-0.39716361136536094,True
Node3-Bogota,71,-0.2853775266772438,True
Node3-Bogota,72,-0.0757483735256479,True
Node3-Bogota,73,-0.8596860725963468,True
Node3-Bogota,74,-0.25170666617718374,True
Node3-Bogota,75,-1.0210764646210644,True
Node3-Bogota,76,-0.0537394698331031,True
Node3-Bogota,77,0.02196343231947462,True
Node3-Bogota,78,-0.2133328580647494,True
Node3-Bogota,79,0.08809449748546871,True
Node3-Bogota,80,0.25151329964029917,True
Node3-Bogota,81,-0.6861886939581088,True
Node3-Bogota,82,-0.06621060745414481,True
Node3-Bogota,83,-0.0548215430287633,True
Node3-Bogota,84,0.06225429477958472,True
Node3-Bogota,85,-0.07458478857710604,True
Node3-Bogota,86,-0.4385708099594805,True
Node3-Bogota,87,0.16494677458561996,True
Node3-Bogota,88,-0.4731505887571943,True
Node3-Bogota,89,-0.1832283709559107,True
Node3-Bogota,90,-0.47717666946482273,True
Node3-Bogota,91,-0.06344388192927464,True
Node3-Bogota,92,-0.6654835893314336,True
Node3-Bogota,93,0.24092378679308296,True
Node3-Bogota,94,-0.3247267189250105,True
Node3-Bogota,95,0.39041765982173227,True
Node3-Bogota,96,0.018660497200932213,True
Node3-Bogota,97,-0.06384693541857966,True
Node3-Bogota,98,-0.7398020419556655,True
Node3-Bogota,99,-0.18092371533281537,True
Node3-Bogota,100,0.029945316864724014,True
Node3-Bogota,101,0.3334611576151896,True
Node3-Bogota,102,0.4258281660987705,True
Node3-Bogota,103,-0.3665582834162784,True
Node3-Bogota,104,-0.13371987801506152,True
Node4-Bogota,0,0.5196364170975001,True
Node4-Bogota,1,-0.7222244120333451,True
Node4-Bogota,2,0.4470612371129479,True
Node4-Bogota,3,0.3474136566602648,True
Node4-Bogota,4,0.5998089749740761,True
Node4-Bogota,5,0.3526500506997238,True
Node4-Bogota,6,0.3282153582423609,True
Node4-Bogota,7,0.36093005478477236,True
Node4-Bogota,8,0.3168794104809416,True
Node4-Bogota,9,0.3499861931573256,True
Node4-Bogota,10,0.30945193449957853,True
Node4-Bogota,11,0.5150156449457672,True
Node4-Bogota,12,0.3038828962904919,True
Node4-Bogota,13,0.02098410596199196,True
Node4-Bogota,14,0.28492402115665616,True
Node4-Bogota,15,0.21895785158902092,True
Node4-Bogota,16,-0.1946728865655099,True
Node4-Bogota,17,0.09884917153897085,True
Node4-Bogota,18,-0.008124026863618156,True
Node4-Bogota,19,0.12763593974341703,True
Node4-Bogota,20,0.22623161670236622,True
Node4-Bogota,21,-0.1991667765361945,True
Node4-Bogota,22,-0.0625165366684749,True
Node4-Bogota,23,-0.16162033811851795,True
Node4-Bogota,24,-0.58507228049581,True
Node4-Bogota,25,0.08427410431740424,True
Node4-Bogota,26,-0.14188246313689679,True
Node4-Bogota,27,0.13890492119037184,True
Node4-Bogota,28,0.24558335446007767,True
Node4-Bogota,29,0.19104424118961721,True
Node4-Bogota,30,0.4873063630144413,True
Node4-Bogota,31,-0.27555310859108173,True
Node4-Bogota,32,0.20574788707601763,True
Node4-Bogota,33,-0.7125856165381081,True
Node4-Bogota,34,0.0393515960775169,True
Node4-Bogota,35,-0.6448292533292688,True
Node4-Bogota,36,0.0732410485852391,True
Node4-Bogota,37,0.021129915198293825,True
Node4-Bogota,38,-0.010586623222790997,True
Node4-Bogota,39,0.33731691786418805,True
Node4-Bogota,40,-0.361938694366391,True
Node4-Bogota,41,-0.0780877019881385,True
Node4-Bogota,42,-0.2042169401665231,True
Node4-Bogota,43,0.06924931741372847,True
Node4-Bogota,44,-0.31899877628607665,True
Node4-Bogota,45,0.3107450806914249,True
Node4-Bogota,46,-0.00609925278513429,True
Node4-Bogota,47,-0.19639323969836767,True
Node4-Bogota,48,0.12986445793389473,True
Node4-Bogota,49,-0.30804090903072695,True
Node4-Bogota,50,0.36831069119827253,True
Node4-Bogota,51,-0.24856342293548586,True
Node4-Bogota,52,-0.05168327942564052,True
Node4-Bogota,53,-0.20024653677308196,True
