sensor_id,reference_weight,embedding_norm,campaigns_seen,median_training_gain_db,median_training_additive_noise_db,median_training_residual_std_db
Node1,0.25,0.49706701708163054,11,-1.1403828775681217,-67.71719707176678,-38.817082644449144
Node2,0.25,0.6684344254986389,17,-0.4874953959476735,-64.3399475732048,-38.81687854322776
Node3,0.25,0.8739682556363685,14,2.302106703663334,-60.81085565491023,-38.81683929149566
Node5,0.25,0.9835894184590482,14,-0.6999225578518895,-59.568648685157896,-38.8167709286328
