sensor_id,reference_weight,embedding_norm,campaigns_seen,median_training_gain_db,median_training_additive_noise_db,median_training_residual_std_db
Node1,0.25,1.2443251884640731,11,-0.13903616566258015,-73.87935091061254,-38.85742720745654
Node2,0.25,2.3898300266481547,17,0.10531098652428275,-73.27759854414792,-38.85727407468907
Node3,0.25,2.0065609897020713,14,0.7704501693101523,-71.31197161071228,-38.8573326428416
Node5,0.25,0.6683588731199801,14,-1.041626771760877,-69.60241109160506,-38.857206846625296
